Date,LQQ3_Price,TQQQ_Price,SMA_Signal,MACD_Signal,Bullish_Count,Target_Allocation,Actual_Allocation,Cash,Shares,Portfolio_Value,Trade_Type,Trade_Amount,Daily_Return,Cumulative_Return,BuyHold_Value,BuyHold_Return
2015-01-21,1069.4100341796875,3.7517282962799072,0.0,1.0,1.0,0.66,0.66,3310.360144501887,6.008914276374189,9736.35336618202,BUY,2.974468755335118,0.004940449888349185,-2.6364663381797993,9682.536489636259,-3.174635103637413
2015-01-22,1129.260009765625,3.9604685306549072,0.0,1.0,1.0,0.66,0.66,3432.635491233142,5.900635097377465,10095.986738921007,SELL,0.10827917899672457,0.03693717341732139,0.9598673892100562,10224.423655450255,2.2442365545025433
2015-01-23,1135.3790283203125,3.986860990524292,0.0,1.0,1.0,0.66,0.6612116028465037,3432.635491233142,5.900635097377465,10132.0928345663,HOLD,0.0,0.003576281999866371,1.3209283456629972,10279.825810416914,2.798258104169138
2015-01-26,1133.291015625,3.9780631065368652,0.0,1.0,1.0,0.66,0.6607991353950341,3432.635491233142,5.900635097377465,10119.77223357257,HOLD,0.0,-0.0012159976418393281,1.1977223357257039,10260.920752051068,2.6092075205106813
2015-01-27,1045.60302734375,3.670151472091675,0.0,1.0,1.0,0.66,0.66,3264.8015201826124,6.061149142059312,9602.357412301802,BUY,0.1605140446818476,-0.05112909750619021,-3.9764258769819705,9466.985667191617,-5.330143328083836
2015-01-28,1026.8399658203125,3.6069681644439697,0.0,0.0,0.0,0.33,0.33,6357.3832376912305,3.049402598830402,9488.631698046613,SELL,3.0117465432289103,-0.011843520228636106,-5.113683019533877,9297.10318801951,-7.028968119804901
2015-01-29,1057.342041015625,3.711338996887207,0.0,0.0,0.0,0.33,0.3365039753824806,6357.3832376912305,3.049402598830402,9581.64480541692,HOLD,0.0,0.009802583800302411,-4.183551945830799,9573.271773172899,-4.2672822682710105
2015-01-30,1032.3199462890625,3.6261632442474365,0.0,0.0,0.0,0.33,0.3311778793701443,6357.3832376912305,3.049402598830402,9505.342364729559,HOLD,0.0,-0.007963396915342091,-4.946576352704413,9346.719433571074,-6.532805664289265
2015-02-02,1062.1910400390625,3.7213361263275146,0.0,0.0,0.0,0.33,0.3375263155553752,6357.3832376912305,3.049402598830402,9596.431355640714,HOLD,0.0,0.009582925834333844,-4.035686443592857,9617.175054872194,-3.828249451278065
2015-02-03,1093.114013671875,3.822906732559204,0.0,0.0,0.0,0.33,0.33,6492.787727706119,2.9255321806294208,9690.727951800178,SELL,0.1238704182009811,0.009826214836001101,-3.0927204819982235,9897.154493065364,-1.0284550693463679
2015-02-04,1087.449951171875,3.812910556793213,0.0,1.0,1.0,0.66,0.6600000000000001,3289.2135685923313,5.871483077644498,9674.15755468333,BUY,2.9459508970150776,-0.0017099228457619908,-3.2584244531666973,9845.871551926797,-1.5412844807320303
2015-02-05,1115.3280029296875,3.914080858230591,0.0,1.0,1.0,0.66,0.6656570401402464,3289.2135685923313,5.871483077644498,9837.843063817025,HOLD,0.0,0.016919872165453098,-1.6215693618297555,10098.281988314784,0.9828198831478341
2015-02-06,1093.76904296875,3.8429017066955566,0.0,1.0,1.0,0.66,0.6612989900171222,3289.2135685923313,5.871483077644498,9711.259995234766,HOLD,0.0,-0.012866953432894568,-2.887400047652333,9903.08518837031,-0.9691481162968918
2015-02-09,1083.8380126953125,3.800513744354248,0.0,1.0,1.0,0.66,0.65925302337321,3289.2135685923313,5.871483077644498,9652.950119040703,HOLD,0.0,-0.006004357438960106,-3.47049880959297,9813.168729828756,-1.868312701712438
2015-02-10,1134.2530517578125,3.982462167739868,0.0,1.0,1.0,0.66,0.669391254711816,3289.2135685923313,5.871483077644498,9948.961167754956,HOLD,0.0,0.030665345315559422,-0.5103883224504391,10269.631115394022,2.696311153940223
2015-02-11,1147.2769775390625,4.027248382568359,0.0,1.0,1.0,0.66,0.66,3408.646515378581,5.767381845662631,10025.430927584064,SELL,0.10410123198186749,0.007686205478110608,0.25430927584064733,10387.550933410317,3.8755093341031666
2015-02-12,1187.8609619140625,4.168009281158447,0.0,1.0,1.0,0.66,0.6677568671287784,3408.646515378581,5.767381845662631,10259.494262293094,HOLD,0.0,0.023346959986031646,2.5949426229309402,10755.002048554556,7.550020485545561
2015-02-13,1217.416015625,4.2731781005859375,0.0,1.0,1.0,0.66,0.6599999999999999,3546.1828444544685,5.654407868558117,10429.94954251314,SELL,0.11297397710451396,0.01661439402978404,4.299495425131417,11022.596214368441,10.22596214368441
2015-02-16,1217.416015625,4.2731781005859375,0.0,1.0,1.0,0.66,0.6599999999999999,3546.1828444544685,5.654407868558117,10429.94954251314,HOLD,0.0,0.0,4.299495425131417,11022.596214368441,10.22596214368441
2015-02-17,1219.7099609375,4.2847747802734375,0.0,1.0,1.0,0.66,0.6604223058911314,3546.1828444544685,5.654407868558117,10442.920444938181,HOLD,0.0,0.0012436208221497935,4.429204449381818,11043.365805529562,10.433658055295613
2015-02-18,1224.2979736328125,4.3031697273254395,0.0,1.0,1.0,0.66,0.6612638005893624,3546.1828444544685,5.654407868558117,10468.862940023602,HOLD,0.0,0.0024842183967794806,4.688629400236022,11084.9060930876,10.849060930876009
2015-02-19,1241.7760009765625,4.3679518699646,0.0,1.0,1.0,0.66,0.6644316246849528,3546.1828444544685,5.654407868558117,10567.690835362975,HOLD,0.0,0.009440174726286887,5.67690835362975,11243.153754988896,12.431537549888972
2015-02-20,1268.052001953125,4.451927661895752,0.0,1.0,1.0,0.66,0.6690840985167085,3546.1828444544685,5.654407868558117,10716.26606203909,HOLD,0.0,0.014059384305503464,7.162660620390904,11481.059076732432,14.810590767324317
2015-02-23,1273.3800048828125,4.469521999359131,0.0,1.0,1.0,0.66,0.66,3653.773539667661,5.569915655078533,10746.392763728418,SELL,0.08449221347958424,0.0028113058704324345,7.4639276372841845,11529.299303712498,15.292993037124969
2015-02-24,1274.718994140625,4.478719711303711,0.0,1.0,1.0,0.66,0.6602357982735769,3653.773539667661,5.569915655078533,10753.850820957488,HOLD,0.0,0.0006940056438513587,7.53850820957489,11541.422635207087,15.41422635207088
2015-02-25,1265.801025390625,4.442730903625488,0.0,1.0,1.0,0.66,0.6586591353988543,3653.773539667661,5.569915655078533,10704.178487205363,HOLD,0.0,-0.00461902760035704,7.041784872053625,11460.678528573053,14.606785285730538
2015-02-26,1284.3160400390625,4.510310173034668,0.0,1.0,1.0,0.66,0.6619163286957809,3653.773539667661,5.569915655078533,10807.305557149703,HOLD,0.0,0.009634281609523399,8.073055571497022,11628.315168598749,16.283151685987484
2015-02-27,1265.60498046875,4.450728416442871,0.0,1.0,1.0,0.66,0.6586243110132082,3653.773539667661,5.569915655078533,10703.086533525913,HOLD,0.0,-0.009643386417888644,7.03086533525914,11458.903519877611,14.589035198776102
2015-03-02,1302.02197265625,4.570693492889404,0.0,1.0,1.0,0.66,0.6649735654410781,3653.773539667661,5.569915655078533,10905.926108421942,HOLD,0.0,0.018951502845526047,9.059261084219417,11788.62630573939,17.88626305739389
2015-03-03,1280.8189697265625,4.505113124847412,0.0,1.0,1.0,0.66,0.6613058883933949,3653.773539667661,5.569915655078533,10787.8271704692,HOLD,0.0,-0.010828877509223345,7.878271704691997,11596.652373388884,15.966523733888849
2015-03-04,1269.2249755859375,4.45512580871582,0.0,1.0,1.0,0.66,0.6592662042179102,3653.773539667661,5.569915655078533,10723.249601000443,HOLD,0.0,-0.0059861516548515015,7.232496010004441,11491.679287538478,14.916792875384788
2015-03-05,1274.927001953125,4.474720478057861,0.0,1.0,1.0,0.66,0.6602723994538037,3653.773539667661,5.569915655078533,10755.009406928712,HOLD,0.0,0.0029617706488249684,7.5500940692871055,11543.305957010969,15.433059570109698
2015-03-06,1229.4859619140625,4.320765018463135,0.0,0.0,0.0,0.33,0.33,7036.277453243498,2.818762719334592,10501.906646632087,SELL,2.751152935743941,-0.023533476422025967,5.019066466320865,11131.878614604608,11.318786146046067
2015-03-09,1241.0789794921875,4.362353801727295,0.0,0.0,0.0,0.33,0.33207831992058906,7036.277453243498,2.818762719334592,10534.584612385897,HOLD,0.0,0.003111622189508667,5.345846123858977,11236.84285856861,12.368428585686097
2015-03-10,1170.22998046875,4.120822429656982,0.0,0.0,0.0,0.33,0.33,6924.368323808426,2.91439275044202,10334.878095236458,BUY,0.09563003110742807,-0.018957227503269336,3.3487809523645717,10595.36952619536,5.953695261953595
2015-03-11,1151.1319580078125,4.048442840576172,0.0,0.0,0.0,0.33,0.32637213461886444,6924.368323808426,2.91439275044202,10279.218957028523,HOLD,0.0,-0.005385563109214564,2.7921895702852195,10422.454279986954,4.224542799869546
2015-03-12,1175.864990234375,4.126021385192871,0.0,0.0,0.0,0.33,0.331062973965185,6924.368323808426,2.91439275044202,10351.300726846064,HOLD,0.0,0.007012378092039251,3.513007268460644,10646.389421213431,6.4638942121343135
2015-03-13,1158.4940185546875,4.072836399078369,0.0,0.0,0.0,0.33,0.32777527727126177,6924.368323808426,2.91439275044202,10300.67489291465,HOLD,0.0,-0.004890770277798606,3.0067489291464966,10489.111051109088,4.891110511090879
2015-03-16,1203.053955078125,4.2287917137146,0.0,0.0,0.0,0.33,0.33614479294839594,6924.368323808426,2.91439275044202,10430.540048878713,HOLD,0.0,0.012607441484576043,4.305400488787137,10892.56080150816,8.925608015081599
2015-03-17,1207.2559814453125,4.252385139465332,0.0,0.0,0.0,0.33,0.3369233022791635,6924.368323808426,2.91439275044202,10442.78640406041,HOLD,0.0,0.0011740863967071302,4.4278640406041125,10930.606333465335,9.30606333465336
2015-03-18,1246.0489501953125,4.374749183654785,0.0,0.0,0.0,0.33,0.33,7072.415715138867,2.7955792870485987,10555.844350953534,SELL,0.11881346339342125,0.010826415720727844,5.558443509535338,11281.841428946103,12.818414289461044
2015-03-19,1249.64404296875,4.395943641662598,0.0,0.0,0.0,0.33,0.3306373095698712,7072.415715138867,2.7955792870485987,10565.894717845975,HOLD,0.0,0.0009521139719659288,5.658947178459739,11314.391728503688,13.143917285036878
2015-03-20,1276.4429931640625,4.487117767333984,0.0,0.0,0.0,0.33,0.3353500798787223,7072.415715138867,2.7955792870485987,10640.813307926637,HOLD,0.0,0.00709060539417683,6.408133079266376,11557.03188041614,15.5703188041614
2015-03-23,1265.10302734375,4.449527740478516,0.0,1.0,1.0,0.66,0.66,3607.0979216836004,5.534737852443195,10609.111534363532,BUY,2.7391585653945962,-0.0029792622655534506,6.091115343635312,11454.358790266366,14.543587902663656
2015-03-24,1252.614990234375,4.404341220855713,0.0,1.0,1.0,0.66,0.6577703853494101,3607.0979216836004,5.534737852443195,10539.993522671559,HOLD,0.0,-0.006514967013787731,5.39993522671558,11341.290957413828,13.412909574138276
2015-03-25,1166.3489990234375,4.097238540649414,0.0,0.0,0.0,0.33,0.33000000000000007,6741.89769674436,2.8470347912792815,10062.53387573785,SELL,2.6877030611639134,-0.04529980458780081,0.625338757378513,10560.230764393236,5.602307643932369
2015-03-26,1155.0379638671875,4.063644886016846,0.0,0.0,0.0,0.33,0.32784892939353394,6741.89769674436,2.8470347912792815,10030.330965122625,HOLD,0.0,-0.0032002784798440542,0.30330965122624676,10457.819615128159,4.578196151281588
2015-03-27,1159.5419921875,4.102836608886719,0.0,0.0,0.0,0.33,0.3287071336330261,6741.89769674436,2.8470347912792815,10043.15409045146,HOLD,0.0,0.0012784349163974529,0.4315409045146046,10498.599500455523,4.985995004555233
2015-03-30,1209.85302734375,4.250408172607422,0.0,0.0,0.0,0.33,0.3381466056182766,6741.89769674436,2.8470347912792815,10186.391357926579,HOLD,0.0,0.014262179608625303,1.8639135792657857,10954.120225118848,9.541202251188485
2015-03-31,1169.7080078125,4.118834495544434,0.0,0.0,0.0,0.33,0.3306361489485677,6741.89769674436,2.8470347912792815,10072.097090624524,HOLD,0.0,-0.011220290217213824,0.720970906245233,10590.643537912849,5.906435379128494
2015-04-01,1151.490966796875,4.0492472648620605,0.0,0.0,0.0,0.33,0.32717153328340665,6741.89769674436,2.8470347912792815,10020.232541058878,HOLD,0.0,-0.005149329786934165,0.2023254105887773,10425.70477847593,4.257047784759305
2015-04-02,1155.2440185546875,4.056044578552246,0.0,0.0,0.0,0.33,0.32788823925419497,6741.89769674436,2.8470347912792815,10030.917609986842,HOLD,0.0,0.0010663493970006765,0.30917609986842454,10459.685253159234,4.596852531592344
2015-04-07,1177.41796875,4.134430885314941,0.0,0.0,0.0,0.33,0.33209174831375066,6741.89769674436,2.8470347912792815,10094.047617652992,HOLD,0.0,0.006293542636946592,0.9404761765299252,10660.450231066123,6.604502310661231
2015-04-08,1203.5250244140625,4.232812881469727,0.0,0.0,0.0,0.33,0.33697395218661147,6741.89769674436,2.8470347912792815,10168.375313426443,HOLD,0.0,0.0073635174499735445,1.6837531342644318,10896.825906461905,8.968259064619044
2015-04-09,1226.56396484375,4.31159782409668,0.0,1.0,1.0,0.66,0.66,3479.5491126505503,5.506780778933007,10233.967978383975,BUY,2.6597459876537255,0.006450653416669505,2.3396797838397543,11105.42258525043,11.054225852504306
2015-04-10,1241.60205078125,4.36318826675415,0.0,1.0,1.0,0.66,0.6627291356471405,3479.5491126505503,5.506780778933007,10316.779420976542,HOLD,0.0,0.008091821546391431,3.1677942097654066,11241.578793973325,12.415787939733258
2015-04-13,1230.6300048828125,4.330794811248779,0.0,1.0,1.0,0.66,0.6607422584521917,3479.5491126505503,5.506780778933007,10256.358769517454,HOLD,0.0,-0.005856541949151084,2.5635876951745296,11142.236884525959,11.422368845259578
2015-04-14,1220.887939453125,4.293600559234619,0.0,1.0,1.0,0.66,0.658958389295555,3479.5491126505503,5.506780778933007,10202.711350862144,HOLD,0.0,-0.005230649576607349,2.0271135086214365,11054.031331003423,10.540313310034243
2015-04-15,1243.219970703125,4.369587421417236,0.0,1.0,1.0,0.66,0.6630201501265376,3479.5491126505503,5.506780778933007,10325.688951304175,HOLD,0.0,0.012053423468815438,3.2568895130417497,11256.22758927183,12.5622758927183
2015-04-16,1238.3570556640625,4.3543901443481445,0.0,1.0,1.0,0.66,0.662143942272507,3479.5491126505503,5.506780778933007,10298.909944237483,HOLD,0.0,-0.0025934353816953193,2.9890994423748207,11212.198310691288,12.121983106912882
2015-04-17,1181.9410400390625,4.150827407836914,0.0,1.0,1.0,0.66,0.6516353880454528,3479.5491126505503,5.506780778933007,9988.239313769747,HOLD,0.0,-0.03016538955577175,-0.11760686230253281,10701.40253317835,7.014025331783502
2015-04-20,1235.2139892578125,4.336394309997559,0.0,1.0,1.0,0.66,0.6615751911374443,3479.5491126505503,5.506780778933007,10281.601766564634,HOLD,0.0,0.029370787340913918,2.816017665646342,11183.740699302585,11.837406993025844
2015-04-21,1250.739990234375,4.391982078552246,0.0,1.0,1.0,0.66,0.6643662069660002,3479.5491126505503,5.506780778933007,10367.100050316063,HOLD,0.0,0.00831565797748235,3.6710005031606263,11324.314535519681,13.243145355196816
2015-04-22,1271.68701171875,4.463169574737549,0.0,1.0,1.0,0.66,0.6680595778245842,3479.5491126505503,5.506780778933007,10482.450705602118,HOLD,0.0,0.011126607703813685,4.824507056021177,11513.970788396748,15.139707883967478
2015-04-23,1285.5260009765625,4.516759872436523,0.0,1.0,1.0,0.66,0.6600000000000001,3589.944055119944,5.420905470004575,10558.658985646898,SELL,0.08587530892843187,0.007270082367671238,5.586589856468982,11639.270265852314,16.39270265852315
2015-04-24,1336.9410400390625,4.693526744842529,0.0,1.0,1.0,0.66,0.668744134271645,3589.944055119944,5.420905470004575,10837.375052141304,HOLD,0.0,0.026396919047511958,8.373750521413047,12104.786743094459,21.047867430944578
2015-04-27,1326.364990234375,4.663532733917236,0.0,1.0,1.0,0.66,0.6669824081491259,3589.944055119944,5.420905470004575,10780.043285904032,HOLD,0.0,-0.005290189364254183,7.800432859040329,12009.03021858359,20.090302185835895
2015-04-28,1317.9000244140625,4.6331377029418945,0.0,1.0,1.0,0.66,0.6655587807550919,3589.944055119944,5.420905470004575,10734.155506385297,HOLD,0.0,-0.00425673425437334,7.341555063852967,11932.38764200484,19.323876420048403
2015-04-29,1294.282958984375,4.544754505157471,0.0,1.0,1.0,0.66,0.6615217632349828,3589.944055119944,5.420905470004575,10606.129627212049,HOLD,0.0,-0.011926963336528096,6.061296272120487,11718.55656646562,17.18556566465621
2015-04-30,1230.3580322265625,4.331193923950195,0.0,1.0,1.0,0.66,0.6500892305479324,3589.944055119944,5.420905470004575,10259.598642080982,HOLD,0.0,-0.0326727088307478,2.595986420809826,11139.774419162666,11.397744191626668
2015-05-01,1284.4840087890625,4.506362438201904,0.0,1.0,1.0,0.66,0.6598180136368924,3589.944055119944,5.420905470004575,10553.010444497977,HOLD,0.0,0.02859876030759434,5.5301044449797665,11629.835973060099,16.298359730600986
2015-05-05,1224.93505859375,4.307999134063721,0.0,0.0,0.0,0.33,0.33,6854.234813816289,2.756037046331718,10230.201214651177,SELL,2.664868423672857,-0.030589302601809032,2.302012146511778,11090.674318729889,10.906743187298895
2015-05-06,1200.1669921875,4.216015815734863,0.0,0.0,0.0,0.33,0.3254993488474937,6854.234813816289,2.756037046331718,10161.939506069548,HOLD,0.0,-0.006672567542842511,1.6193950606954832,10866.421974828696,8.66421974828695
2015-05-07,1219.6629638671875,4.288403034210205,0.0,0.0,0.0,0.33,0.32904703674452274,6854.234813816289,2.756037046331718,10215.671126273002,HOLD,0.0,0.005287535924747511,2.1567112627300267,11042.940289746408,10.42940289746408
2015-05-08,1267.0670166015625,4.445573329925537,0.0,0.0,0.0,0.33,0.33751944271022294,6854.234813816289,2.756037046331718,10346.318451755202,HOLD,0.0,0.012788912629166038,3.4631845175520093,11472.140929059004,14.721409290590026
2015-05-11,1249.85498046875,4.396781921386719,0.0,0.0,0.0,0.33,0.3344680340225135,6854.234813816289,2.756037046331718,10298.88144253037,HOLD,0.0,-0.004584916793933025,2.9888144253036986,11316.30157596678,13.163015759667807
2015-05-12,1234.904052734375,4.339993000030518,0.0,0.0,0.0,0.33,0.3317945774720137,6854.234813816289,2.756037046331718,10257.676131817403,HOLD,0.0,-0.004000950097629574,2.5767613181740368,11180.93450560537,11.809345056053688
2015-05-13,1239.833984375,4.362388610839844,0.0,0.0,0.0,0.33,0.3326784956911865,6854.234813816289,2.756037046331718,10271.26320605485,HOLD,0.0,0.0013245762551716833,2.7126320605485033,11225.57055864033,12.255705586403298
2015-05-14,1297.364990234375,4.555552959442139,0.0,0.0,0.0,0.33,0.33,6987.979928975729,2.652947232619943,10429.820789516014,SELL,0.10308981371177506,0.015437009088394849,4.298207895160133,11746.461559954123,17.464615599541222
2015-05-15,1296.6939697265625,4.55515193939209,0.0,1.0,1.0,0.66,0.66,3545.5338065557053,5.307734100446545,10428.040607516781,BUY,2.6547868678266022,-0.00017068193549618638,4.28040607516782,11740.386078759324,17.40386078759324
2015-05-18,1312.64697265625,4.611142158508301,0.0,1.0,1.0,0.66,0.6627385182098245,3545.5338065557053,5.307734100446545,10512.714905171208,HOLD,0.0,0.00811986650621499,5.127149051712077,11884.82602980622,18.848260298062193
2015-05-19,1306.1629638671875,4.597945213317871,0.0,1.0,1.0,0.66,0.661630801547113,3545.5338065557053,5.307734100446545,10478.299510613906,HOLD,0.0,-0.003273692368502501,4.782995106139065,11826.119219796365,18.26119219796365
2015-05-20,1307.5780029296875,4.6055426597595215,0.0,1.0,1.0,0.66,0.6618731646023723,3545.5338065557053,5.307734100446545,10485.810161699399,HOLD,0.0,0.0007167814851909426,4.858101616993982,11838.931113194603,18.38931113194604
2015-05-21,1328.553955078125,4.6779303550720215,0.0,1.0,1.0,0.66,0.6654255625236737,3545.5338065557053,5.307734100446545,10597.144938206997,HOLD,0.0,0.010617660895126724,5.971449382069971,12028.849306956365,20.28849306956364
2015-05-22,1326.4560546875,4.665132522583008,0.0,1.0,1.0,0.66,0.6650736339859941,3545.5338065557053,5.307734100446545,10586.009840764336,HOLD,0.0,-0.0010507639092972587,5.860098407643366,12009.854724490688,20.09854724490687
2015-05-26,1278.615966796875,4.503561973571777,0.0,1.0,1.0,0.66,0.6568424483934063,3545.5338065557053,5.307734100446545,10332.087374898907,HOLD,0.0,-0.023986607766755652,3.3208737489890616,11576.706182899063,15.767061828990636
2015-05-27,1341.343017578125,4.720322132110596,0.0,1.0,1.0,0.66,0.6675550677513615,3545.5338065557053,5.307734100446545,10665.02588135099,HOLD,0.0,0.03222374089295199,6.650258813509891,12144.64265129269,21.446426512926898
2015-05-28,1329.6700439453125,4.685528755187988,0.0,1.0,1.0,0.66,0.6656124882640739,3545.5338065557053,5.307734100446545,10603.068841146498,HOLD,0.0,-0.005809366136919625,6.030688411464991,12038.954477879424,20.389544778794246
2015-05-29,1307.9090576171875,4.606343746185303,0.0,1.0,1.0,0.66,0.6619298164108437,3545.5338065557053,5.307734100446545,10487.567311953357,HOLD,0.0,-0.010893216947241102,4.875673119533563,11841.928512685288,18.41928512685289
2015-06-01,1319.9620361328125,4.646736145019531,0.0,1.0,1.0,0.66,0.6639795362567198,3545.5338065557053,5.307734100446545,10551.54131703269,HOLD,0.0,0.00609998517067134,5.5154131703269105,11951.0572851452,19.51057285145199
2015-06-02,1308.5479736328125,4.604342937469482,0.0,1.0,1.0,0.66,0.6620390974038772,3545.5338065557053,5.307734100446545,10490.95850827681,HOLD,0.0,-0.005741607499378798,4.909585082768109,11847.713316864583,18.47713316864583
2015-06-03,1318.0670166015625,4.6447367668151855,0.0,0.0,0.0,0.33,0.33,7062.793648354593,2.639235611752387,10541.483057245661,SELL,2.668498488694158,0.004816008845043962,5.414830572456619,11933.899604579789,19.338996045797895
2015-06-04,1289.2760009765625,4.543554306030273,0.0,0.0,0.0,0.33,0.32513536677175686,7062.793648354593,2.639235611752387,10465.496783509643,HOLD,0.0,-0.007208309620512998,4.654967835096424,11673.223109640607,16.732231096406068
2015-06-05,1280.748046875,4.50916051864624,0.0,0.0,0.0,0.33,0.32368086302401017,7062.793648354593,2.639235611752387,10442.989503349409,HOLD,0.0,-0.0021506174647818455,4.429895033494091,11596.010231388851,15.960102313888513
2015-06-08,1241.43603515625,4.371185779571533,0.0,0.0,0.0,0.33,0.33,6927.288014174609,2.7483879404609124,10339.235842051656,BUY,0.1091523287085252,-0.009935245196260656,3.3923584205165502,11240.075673284782,12.400756732847817
2015-06-09,1238.0880126953125,4.349591255187988,0.0,0.0,0.0,0.33,0.3294031853964266,6927.288014174609,2.7483879404609124,10330.034177495623,HOLD,0.0,-0.0008899753034559144,3.300341774956239,11209.762370987206,12.097623709872064
2015-06-10,1286.93505859375,4.521958351135254,0.0,0.0,0.0,0.33,0.33800654890702986,6927.288014174609,2.7483879404609124,10464.284809370029,HOLD,0.0,0.012996145953406035,4.64284809370028,11652.028002696334,16.52028002696333
2015-06-11,1289.531005859375,4.546754360198975,0.0,0.0,0.0,0.33,0.3384575961533124,6927.288014174609,2.7483879404609124,10471.419479528946,HOLD,0.0,0.0006818115417241977,4.71419479528945,11675.531947227642,16.75531947227642
2015-06-12,1259.9639892578125,4.431175708770752,0.0,0.0,0.0,0.33,0.33328365981168845,6927.288014174609,2.7483879404609124,10390.157847665803,HOLD,0.0,-0.007760326288332231,3.901578476658041,11407.82946830532,14.078294683053194
2015-06-15,1242.050048828125,4.369987487792969,0.0,0.0,0.0,0.33,0.3301093381087924,6927.288014174609,2.7483879404609124,10340.923389822716,HOLD,0.0,-0.004738566878861095,3.4092338982271597,11245.635009360794,12.456350093607949
2015-06-16,1261.302001953125,4.436775207519531,0.0,0.0,0.0,0.33,0.3335195465579259,6927.288014174609,2.7483879404609124,10393.835225621784,HOLD,0.0,0.00511674188120792,3.9383522562178364,11419.943957913505,14.199439579135053
2015-06-17,1272.4010009765625,4.473967552185059,0.0,0.0,0.0,0.33,0.3354698433839051,6927.288014174609,2.7483879404609124,10424.339580688988,HOLD,0.0,0.0029348507461430806,4.2433958068898825,11520.435312593288,15.20435312593289
2015-06-18,1326.030029296875,4.663132190704346,0.0,0.0,0.0,0.33,0.33,7083.061080106724,2.6309146838298285,10571.73295538317,SELL,0.11747325663108388,0.01413934892980917,5.717329553831707,12005.997451547291,20.059974515472923
2015-06-19,1309.7879638671875,4.591946601867676,0.0,1.0,1.0,0.66,0.66,3579.8604987624826,5.305546515840972,10529.00146694848,BUY,2.6746318320111437,-0.004042051441805472,5.290014669484799,11858.940302125047,18.589403021250472
2015-06-22,1336.2340087890625,4.702725410461426,0.0,1.0,1.0,0.66,0.6644712952873674,3579.8604987624826,5.305546515840972,10669.312188441509,HOLD,0.0,0.01332611852448462,6.6931218844150875,12098.385217338542,20.98385217338543
